all_kinds_steve	Soy todo tipo de Steve!
let_steve_help	¡Deja que Steve te ayude!
this_is_steve	Este es Steve
radius_gte	El radio debe ser mayor o igual que {0}m 
radius_lte	El radio debe ser menor o igual que {0}m 
changed_radius	Radio cambiado de {0}m a {1}m 
invalid_radius	Radio inválido
current_radius	Su radio actual es de {0}m 
cant_find_place	Lugar no encontrado
current_location	Su ubicación actual está establecida en {0},{1}.  <br>Este será el centro de las búsquedas.
water_points_will_be	Los puntos de agua serán {0}
skipped	omitido
ignored	ignorado
classic_mode	El modo clásico ahora es {0}
enabled	habilitado
disabled	discapacitado
help	Ayuda
invalid_num_points	Valor incorrecto. El parámetro debe ser un dígito del 1 al 10.
scan_time_take	La generación puede tomar de 5 a 15 minutos.
finding_location	Encontrar una ubicación ... concéntrate en tu intención.
nothing_but_water_points	No pude encontrar nada más que puntos de agua. Intenta nuevamente más tarde.
num_water_points_skipped_so_far	Número de puntos de agua omitidos hasta ahora: {0}
num_water_points_skipped	Número de puntos de agua omitidos: {0}
point_generated	Punto generado
no_points_detected_quantum	No hay puntos detectados actualmente en el área, lo que proporciona un punto cuántico para usted.
no_points_detected	No hay puntos detectados actualmente en el área.
address	habla a
get_intent_suggestions	Aleatorizar cuánticamente el diccionario de inglés para usted.
define	definir
spotify_search	Buscar en Spotify
intent_suggestions	Sugerencias de intenciones
num_water_attractors_skipped	Número de puntos de agua atractores omitidos: {0}
num_water_voids_skipped	Número de puntos de agua vacíos omitidos: {0}
pair_points_detected	Par de puntos generados
generating_chain	Generando tu cadena. Dependiendo de su radio y el número / tipo de puntos, puede llevar un tiempo.
chain_nothing_found	No se encontraron anomalías hasta ahora en el punto # {0}. Intentando otra vez...
chain_nothing_but_water_points	No se pudo encontrar nada más que puntos de agua en el punto {0}. Intenta nuevamente más tarde.
chain_num_water_points_skipped_so_far	Número de puntos de agua omitidos hasta ahora en el punto # {0}: {1}
chain_num_water_points_skipped	Número de puntos de agua omitidos en el punto # {0}: {1}
chain_generated	Cadena Generada
mystery_point_generated	Punto misterioso generado
exception_caught	Excepción atrapada
error_sorry	Lo siento, parece que algo salió mal.
open	Abierto
chain_map_open	Cadena de viajes en Google Maps
view_on_google_maps	Ver en Google Maps
street_view	vista de calle
google_earth	Google Earth
location	Ubicación
open_map	Mapa abierto
map	Mapas
earth	Tierra
view_with_google	Ver con Google
google_maps	mapas de Google
google_street_view	Google Street View
download_app	Descargue la aplicación
md_anomaly	Anomalía
md_attractor	Atractor
md_void	Vacío
md_options	Opciones / Ayuda
md_blindspotsmore	Puntos ciegos y más
md_mylocation	Mi ubicacion
md_lets_search_paid	¡Busquemos! ¿Qué te gustaría conseguir?  <br>Los atractores son grupos densos de puntos aleatorios. Los vacíos son lo contrario.  <br>Las anomalías son las más fuertes de Atractores y vacíos.   <br>   <br><br><br>Características principales disponibles: vistas previas de mapas, saltos de puntos de agua y búsqueda de ubicaciones personalizadas.  <br>Vaya a Complementos
md_invalid_action	Esa no es una acción válida. ¿Qué te gustaría conseguir?
md_lets_search	¡Busquemos! ¿Qué te gustaría conseguir?  <br>Los atractores son grupos densos de puntos aleatorios. Los vacíos son lo contrario.  <br>Las anomalías son las más fuertes de atractores y vacíos.
md_how_many_idas	¿Hasta cuántos puntos te gustaría buscar?
md_choose_qrng	Elija su fuente de entropía: (elija Australian National University - ANU si no está seguro)
md_invalid_qrng	Esa no es una fuente de entropía válida.
md_camera	Cámara
md_anu	ANU
md_temporal	Temporal
md_temporal_server	Temporal (servidor)
md_temporal_phone	Temporal (teléfono)
md_anu_leftovers	Restos de ANU
md_gcp_retro	GCP Retro
md_collecting_camera_entropy	Recopilación de aleatoriedad de la cámara de su teléfono (no se toman fotos) ...
md_collecting_temporalphone_entropy	Recolectando aleatoriedad de la CPU de su teléfono ...
yes	si
no	No
addons	Complementos
update_settings_q	¿Actualizar su configuración?
select_radius	Seleccione su radio en metros o ingrese los números directamente
include_water_points_q	¿Incluye puntos de agua?
show_google_street_earth_q	¿Mostrar vistas previas de Google Street View y Earth?
invalid_answer	Esa no es una respuesta válida.
anonymized_id_is	Su identificación anónima es {0}.
show_google_street_earth	Las vistas previas de Street View y Earth serán {0}.
hidden	oculto
displayed	desplegado
get_locsearch_skipwater_pack	Obtenga el paquete de búsqueda de ubicación y omisión de puntos de agua desde el botón Complementos.
get_maps_pack	Obtenga el paquete de mapas para obtener vistas previas de mapas y calles en la aplicación desde el botón Complementos.
bs_quantum	Cuántico
bs_quantum_time	Tiempo cuántico
bs_intent_suggestions	Ideas intencionales
bs_mystery_point	Punto misterioso
bs_pair	Par de puntos
bs_pseudo	Seudo
bs_scan	Escanear
bs_chains	Cadenas
bs_dice	Dados cuánticos
bs_back	<Volver
welcome_randonautica	¡Bienvenido a Randonautica!
welcome_beginners	Principiantes: comience por revisar las [Preguntas frecuentes]({0}) y [Los 9 principios de los Randonauts]({1}).  <br><br>Los hablantes de español y portugués son bienvenidos en nuestro [Telegram](https://t.me/LosRandonauts).
welcome_report_share	Una vez que haya completado un viaje, comparta la discusión con los Randonauts en [Reddit]({0}) y [Twitter]({1}).
first_send_location	Comience enviando su ubicación tocando 🌍 / 📎 o enviando una URL de Google Maps.
choose_chain_type	¿Qué tipo de puntos quieres encadenar?
ch_invalid_point_type	Ese no es un tipo de punto válido.
ch_anomalies	Anomalías
ch_voids	Vacíos
ch_attractors	Atractores
ch_current_or_sequential	¿Generar todos los puntos desde su ubicación actual o en orden secuencial?
ch_current	Actual
ch_sequential	Secuencial
ch_num_points	Ingrese el número de puntos para encadenar. La distancia total máxima aproximada será ese número multiplicado por su radio actual.
ch_invalid_number	Ese no es un número válido.
ch_reprompt_num_points	Número invalido. Ingrese el número de puntos:
ch_mte	El número debe ser mayor o igual que {0}. Ingresar número:
ch_lte	El número debe ser menor o igual que {0}. Ingresar número:
